数据表,字段名,数据类型,是否有获取,说明,PK,NOT NULL,UNIQUE,DEFAULT,FK,CHECK,备注,父记录
company_supplier,company_supplier_purchase_amount,"DECIMAL(20,2)",,企业供应商采购金额（万元）,,,,,,,,企业供应商信息表
company_supplier,company_supplier_purchase_ratio,"DECIMAL(5,2)",,企业供应商采购占比,,,,,,((`company_supplier_purchase_ratio` is null) or ((`company_supplier_purchase_ratio` >= 0) and (`company_supplier_purchase_ratio` <= 100))),,企业供应商信息表
company_supplier,company_supplier_report_date,DATE,,报告时间,,,,,,,,企业供应商信息表
company_tag_auto_rule,company_tag_auto_rule_id,BIGINT,,打标规则唯一标识,1,1,,,,,AUTO_INCREMENT,企业标签自动打标规则表
company_tag_auto_rule,company_tag_id,BIGINT,,企业标签唯一标识,,1,,,company_tag_library.company_tag_id,,,企业标签自动打标规则表
company_tag_auto_rule,company_tag_auto_rule_type,VARCHAR(255),,打标规则类型,,1,,,,,,企业标签自动打标规则表
company_tag_auto_rule,rule_definition,JSON,,规则定义 JSON,,,,,,,,企业标签自动打标规则表
company_tag_auto_rule,is_enabled,TINYINT,,是否启用规则,,1,,1,,"(`is_enabled` in (0,1))",,企业标签自动打标规则表
company_tag_batch,company_tag_batch_id,BIGINT,,企业标签批次唯一标识,1,1,,,,,AUTO_INCREMENT,企业标签批次表
company_tag_batch,batch_code,VARCHAR(64),,批次编码,,1,1,,,,,企业标签批次表
company_tag_batch,batch_name,VARCHAR(255),,批次名称,,,,,,,,企业标签批次表
company_tag_batch,status,VARCHAR(32),,批次状态（pending/running/completed/failed）,,1,,pending,,,,企业标签批次表
company_tag_batch,requested_by_user_id,BIGINT,,发起用户 ID,,,,,,,,企业标签批次表
company_tag_batch,dimension_ids,JSON,,本批次选择的标签维度 ID 列表,,,,,,,,企业标签批次表
company_tag_batch,dimension_names,JSON,,本批次选择的标签维度名称列表,,,,,,,,企业标签批次表
company_tag_batch,requested_company_count,INT,,本批次请求企业数,,1,,0,,,,企业标签批次表
company_tag_batch,success_company_count,INT,,成功企业数,,1,,0,,,,企业标签批次表
company_tag_batch,failed_company_count,INT,,失败企业数,,1,,0,,,,企业标签批次表
company_tag_batch,summary_json,JSON,,批次执行摘要,,,,,,,,企业标签批次表
company_tag_batch,error_message,TEXT,,批次错误信息,,,,,,,,企业标签批次表
company_tag_batch,started_at,DATETIME,,开始时间,,,,,,,,企业标签批次表
company_tag_batch,finished_at,DATETIME,,结束时间,,,,,,,,企业标签批次表
company_tag_batch,created_at,DATETIME,,创建时间,,1,,CURRENT_TIMESTAMP,,,,企业标签批次表
company_tag_batch,updated_at,DATETIME,,更新时间,,1,,CURRENT_TIMESTAMP,,,,企业标签批次表
company_tag_batch_item,company_tag_batch_item_id,BIGINT,,企业标签批次明细唯一标识,1,1,,,,,AUTO_INCREMENT,企业标签批次明细表
company_tag_batch_item,company_tag_batch_id,BIGINT,,企业标签批次唯一标识,,1,,,company_tag_batch.company_tag_batch_id,,,企业标签批次明细表
company_tag_batch_item,company_id,BIGINT,,企业唯一标识,,1,,,company_basic.company_id,,,企业标签批次明细表
company_tag_batch_item,status,VARCHAR(32),,明细状态（pending/success/failed）,,1,,pending,,,,企业标签批次明细表
company_tag_batch_item,tag_count,INT,,本次命中标签数,,1,,0,,,,企业标签批次明细表
company_tag_batch_item,result_json,JSON,,明细执行结果,,,,,,,,企业标签批次明细表
company_tag_batch_item,error_message,TEXT,,明细错误信息,,,,,,,,企业标签批次明细表
company_tag_batch_item,started_at,DATETIME,,开始时间,,,,,,,,企业标签批次明细表
company_tag_batch_item,finished_at,DATETIME,,结束时间,,,,,,,,企业标签批次明细表
company_tag_batch_item,created_at,DATETIME,,创建时间,,1,,CURRENT_TIMESTAMP,,,,企业标签批次明细表
company_tag_batch_item,updated_at,DATETIME,,更新时间,,1,,CURRENT_TIMESTAMP,,,,企业标签批次明细表
company_tag_dimension,company_tag_dimension_id,BIGINT,,企业标签维度唯一标识,1,1,,,,,AUTO_INCREMENT,企业标签维度表
company_tag_dimension,company_tag_dimension_name,VARCHAR(255),,企业标签维度名称,,1,1,,,,,企业标签维度表
company_tag_dimension,company_tag_dimension_color,VARCHAR(255),,增强前端表现力,,,,,,,,企业标签维度表
company_tag_dimension,company_tag_dimension_icon,VARCHAR(255),,维度图标,,,,,,,,企业标签维度表
company_tag_dimension,company_tag_dimension_des,VARCHAR(255),,维度描述,,,,,,,,企业标签维度表
company_tag_dimension,sort_order,INT,,排序序号,,1,,0,,(`sort_order` >= 0),,企业标签维度表
company_tag_dimension_library_map,company_tag_dimension_library_map_id,BIGINT,,标签维度与标签库映射唯一标识,1,1,,,,,AUTO_INCREMENT,企业标签维度与标签库映射表
company_tag_dimension_library_map,company_tag_dimension_id,BIGINT,,企业标签维度唯一标识,,1,,,company_tag_dimension.company_tag_dimension_id,,,企业标签维度与标签库映射表
company_tag_dimension_library_map,company_tag_id,BIGINT,,企业标签唯一标识,,1,,,company_tag_library.company_tag_id,,,企业标签维度与标签库映射表
company_tag_library,company_tag_id,BIGINT,,企业标签唯一标识,1,1,,,,,AUTO_INCREMENT,企业标签库表
company_tag_library,company_tag_name,VARCHAR(255),,企业标签名称,,1,1,,,,,企业标签库表
company_tag_library,company_tag_subdimension_id,BIGINT,,企业标签子维度唯一标识,,,,,company_tag_subdimension.company_tag_subdimension_id,,,企业标签库表
company_tag_library,company_tag_level,TINYINT,,企业标签等级（国家级、省级、市级）,,,,,,,,企业标签库表
company_tag_library,sort_order,INT,,排序序号,,1,,0,,(`sort_order` >= 0),,企业标签库表
company_tag_llm_batch,company_tag_llm_batch_id,BIGINT,,企业标签 LLM 候选批次唯一标识,1,1,,,,,AUTO_INCREMENT,企业标签 LLM 候选批次表
company_tag_llm_batch,batch_code,VARCHAR(64),,LLM 批次编码,,1,1,,,,,企业标签 LLM 候选批次表
company_tag_llm_batch,batch_name,VARCHAR(255),,批次名称,,,,,,,,企业标签 LLM 候选批次表
company_tag_llm_batch,status,VARCHAR(32),,批次状态（pending/running/completed/failed）,,1,,pending,,,,企业标签 LLM 候选批次表
company_tag_llm_batch,provider,VARCHAR(64),,候选生成服务提供方,,1,,agent_chat,,,,企业标签 LLM 候选批次表
company_tag_llm_batch,model_name,VARCHAR(128),,模型名称,,,,,,,,企业标签 LLM 候选批次表
company_tag_llm_batch,company_tag_dimension_id,BIGINT,,对应的标签维度，当前固定为应用场景,,1,,,company_tag_dimension.company_tag_dimension_id,,,企业标签 LLM 候选批次表
company_tag_llm_batch,requested_by_user_id,BIGINT,,发起用户 ID,,,,,,,,企业标签 LLM 候选批次表
company_tag_llm_batch,requested_company_count,INT,,请求企业数,,1,,0,,,,企业标签 LLM 候选批次表
company_tag_llm_batch,success_company_count,INT,,成功生成候选的企业数,,1,,0,,,,企业标签 LLM 候选批次表
company_tag_llm_batch,failed_company_count,INT,,生成失败企业数,,1,,0,,,,企业标签 LLM 候选批次表
company_tag_llm_batch,summary_json,JSON,,候选生成摘要,,,,,,,,企业标签 LLM 候选批次表
company_tag_llm_batch,error_message,TEXT,,批次错误信息,,,,,,,,企业标签 LLM 候选批次表
company_tag_llm_batch,started_at,DATETIME,,开始时间,,,,,,,,企业标签 LLM 候选批次表
company_tag_llm_batch,finished_at,DATETIME,,结束时间,,,,,,,,企业标签 LLM 候选批次表
company_tag_llm_batch,created_at,DATETIME,,创建时间,,1,,CURRENT_TIMESTAMP,,,,企业标签 LLM 候选批次表
company_tag_llm_batch,updated_at,DATETIME,,更新时间,,1,,CURRENT_TIMESTAMP,,,,企业标签 LLM 候选批次表
company_tag_llm_candidate,company_tag_llm_candidate_id,BIGINT,,企业标签 LLM 候选唯一标识,1,1,,,,,AUTO_INCREMENT,企业标签 LLM 场景候选表
company_tag_llm_candidate,company_tag_llm_batch_id,BIGINT,,所属 LLM 候选批次,,1,,,company_tag_llm_batch.company_tag_llm_batch_id,,,企业标签 LLM 场景候选表
company_tag_llm_candidate,company_id,BIGINT,,企业唯一标识,,1,,,company_basic.company_id,,,企业标签 LLM 场景候选表
company_tag_llm_candidate,company_tag_id,BIGINT,,映射到正式标签库的标签 ID，可为空,,,,,company_tag_library.company_tag_id,,,企业标签 LLM 场景候选表
company_tag_llm_candidate,candidate_type,VARCHAR(32),,候选类型（mapped_tag/unmapped_term）,,1,,,,,,企业标签 LLM 场景候选表
company_tag_llm_candidate,candidate_name,VARCHAR(255),,候选标签名称或候选短语,,1,,,,,,企业标签 LLM 场景候选表
company_tag_llm_candidate,normalized_name,VARCHAR(255),,归一化后的标签名称,,,,,,,,企业标签 LLM 场景候选表
company_tag_llm_candidate,status,VARCHAR(32),,候选状态（pending/unmapped/applied/rejected）,,1,,pending,,,,企业标签 LLM 场景候选表
company_tag_llm_candidate,confidence,"DECIMAL(3,2)",,候选置信度,,,,,,,,企业标签 LLM 场景候选表
company_tag_llm_candidate,reason_text,TEXT,,候选生成原因,,,,,,,,企业标签 LLM 场景候选表
company_tag_llm_candidate,evidence_json,JSON,,候选生成证据快照,,,,,,,,企业标签 LLM 场景候选表
company_tag_llm_candidate,prompt_text,MEDIUMTEXT,,发送给模型的提示词,,,,,,,,企业标签 LLM 场景候选表
company_tag_llm_candidate,raw_response,MEDIUMTEXT,,模型原始响应,,,,,,,,企业标签 LLM 场景候选表
company_tag_llm_candidate,response_json,JSON,,解析后的响应 JSON,,,,,,,,企业标签 LLM 场景候选表
company_tag_llm_candidate,created_by_user_id,BIGINT,,发起用户 ID,,,,,,,,企业标签 LLM 场景候选表
company_tag_llm_candidate,reviewed_by_user_id,BIGINT,,审核用户 ID,,,,,,,,企业标签 LLM 场景候选表
company_tag_llm_candidate,reviewed_at,DATETIME,,审核时间,,,,,,,,企业标签 LLM 场景候选表
company_tag_llm_candidate,applied_at,DATETIME,,采纳落库时间,,,,,,,,企业标签 LLM 场景候选表
company_tag_llm_candidate,created_at,DATETIME,,创建时间,,1,,CURRENT_TIMESTAMP,,,,企业标签 LLM 场景候选表
company_tag_llm_candidate,updated_at,DATETIME,,更新时间,,1,,CURRENT_TIMESTAMP,,,,企业标签 LLM 场景候选表
company_tag_map,company_tag_map_id,BIGINT,,企业标签映射唯一标识,1,1,,,,,AUTO_INCREMENT,企业标签映射表
company_tag_map,company_id,BIGINT,,企业唯一标识,,1,,,company_basic.company_id,,,企业标签映射表
company_tag_map,company_tag_id,BIGINT,,企业标签唯一标识,,1,,,company_tag_library.company_tag_id,,,企业标签映射表
company_tag_map,source,TINYINT,,打标来源（1:手动，2:自动）,,,,,,"((`source` is null) or (`source` in (1,2)))",,企业标签映射表
company_tag_map,confidence,"DECIMAL(3,2)",,置信度,,,,,,((`confidence` is null) or ((`confidence` >= 0) and (`confidence` <= 1))),,企业标签映射表
company_tag_map,create_time,DATETIME,,打标时间,,1,,CURRENT_TIMESTAMP,,,,企业标签映射表
company_tag_map,user_id,BIGINT,,打标人,,,,,,,,企业标签映射表
company_tag_subdimension,company_tag_subdimension_id,BIGINT,,企业标签子维度唯一标识,1,1,,,,,AUTO_INCREMENT,企业标签子维度表
company_tag_subdimension,company_tag_subdimension_name,VARCHAR(255),,企业标签子维度名称,,1,,,,,,企业标签子维度表
company_tag_subdimension,company_tag_dimension_id,BIGINT,,企业标签维度唯一标识,,1,,,company_tag_dimension.company_tag_dimension_id,,,企业标签子维度表
company_tag_subdimension,sort_order,INT,,排序序号,,1,,0,,(`sort_order` >= 0),,企业标签子维度表
company_trademark,company_trademark_id,BIGINT,,企业商标唯一标识,1,1,,,,,AUTO_INCREMENT,企业商标表
company_trademark,company_trademark_name,VARCHAR(255),,企业商标名称,,1,,,,,,企业商标表
company_trademark,company_id,BIGINT,,企业唯一标识,,1,,,company_basic.company_id,,,企业商标表
company_trademark,company_trademark_register_number,VARCHAR(255),,企业商标注册号,,1,1,,,,,企业商标表
company_trademark,company_trademark_application_date,DATE,,企业商标申请日期,,,,,,,,企业商标表
company_website,company_website_id,BIGINT,,企业网站记录唯一标识,1,1,,,,,AUTO_INCREMENT,企业网站表
company_website,company_id,BIGINT,,企业唯一标识,,1,,,company_basic.company_id,,,企业网站表
company_website,website,VARCHAR(255),,企业网站 URL,,1,,,,,,企业网站表
company_website,is_latest,TINYINT,,是否为最新记录,,1,,0,,"(`is_latest` in (0,1))",,企业网站表
company_website,captured_at,DATETIME,,抓取/核准时间,,,,,,,,企业网站表
company_work_copyright,company_work_copyright_id,BIGINT,,作品著作唯一标识,1,1,,,,,AUTO_INCREMENT,企业作品著作权表
company_work_copyright,company_work_copyright_name,VARCHAR(255),,作品著作名称,,1,,,,,,企业作品著作权表
company_work_copyright,company_id,BIGINT,,企业唯一标识,,1,,,company_basic.company_id,,,企业作品著作权表
company_work_copyright,company_work_copyright_register_number,VARCHAR(255),,作品著作登记号,,1,1,,,,,企业作品著作权表
company_work_copyright,company_work_copyright_type,VARCHAR(255),,作品著作类别,,,,,,,,企业作品著作权表
company_work_copyright,company_work_copyright_publish_date,DATE,,作品著作首次发布日期,,,,,,,,企业作品著作权表
company_work_copyright,company_work_copyright_register_date,DATE,,作品著作登记日期,,,,,,,,企业作品著作权表
company_work_copyright,company_work_copyright_status,VARCHAR(255),,作品著作状态,,,,,,,,企业作品著作权表
platform_notice,notice_id,BIGINT,,,1,1,,,,,AUTO_INCREMENT,
platform_notice,title,VARCHAR(255),,,,1,,,,,,
platform_notice,notice_type,VARCHAR(32),,,,1,,通知,,,,
platform_notice,content,TEXT,,,,1,,,,,,
platform_notice,publish_date,DATE,,,,,,,,,,
platform_notice,sort_order,INT,,,,1,,0,,,,
platform_notice,is_published,TINYINT(1),,,,1,,1,,,,
platform_notice,is_deleted,TINYINT(1),,,,1,,0,,,,
platform_notice,created_by,BIGINT,,,,,,,,,,
platform_notice,updated_by,BIGINT,,,,,,,,,,
platform_notice,created_at,DATETIME,,,,1,,CURRENT_TIMESTAMP,,,,
platform_notice,updated_at,DATETIME,,,,1,,CURRENT_TIMESTAMP,,,,
rag_chat_message,message_id,BIGINT,,消息主键,1,1,,,,,AUTO_INCREMENT,RAG 对话消息表
rag_chat_message,session_id,VARCHAR(64),,所属会话 ID,,1,,,rag_chat_session.session_id,,,RAG 对话消息表
rag_chat_message,role,VARCHAR(16),,消息角色（user/assistant/system）,,1,,,,,,RAG 对话消息表
rag_chat_message,content,LONGTEXT,,消息正文,,1,,,,,,RAG 对话消息表
rag_chat_message,retrieval_metadata,JSON,,检索元数据,,,,,,,,RAG 对话消息表
rag_chat_message,created_at,DATETIME,,创建时间,,1,,CURRENT_TIMESTAMP,,,,RAG 对话消息表
rag_chat_session,session_id,VARCHAR(64),,RAG 对话会话 ID,1,1,,,,,,RAG 对话会话表
rag_chat_session,user_id,BIGINT,,所属用户 ID（users.user_id）,,1,,,users.user_id,,,RAG 对话会话表
rag_chat_session,title,VARCHAR(255),,会话标题,,,,,,,,RAG 对话会话表
rag_chat_session,is_pinned,TINYINT,,是否置顶（1:是，0:否）,,1,,0,,,,RAG 对话会话表
rag_chat_session,created_at,DATETIME,,创建时间,,1,,CURRENT_TIMESTAMP,,,,RAG 对话会话表
rag_chat_session,updated_at,DATETIME,,更新时间,,1,,CURRENT_TIMESTAMP,,,,RAG 对话会话表
score_industry_path,industry_path,VARCHAR(255),,行业路径名称,1,1,,,,,,行业路径评分统计表
score_industry_path,path_level,SMALLINT,,几级标签,,,,,,,,行业路径评分统计表
score_industry_path,avg_score,"DECIMAL(5,2)",,行业平均分,,,,,,,,行业路径评分统计表
score_industry_path,company_count,INT,,行业包含企业数量,,,,,,((`company_count` is null) or (`company_count` >= 0)),,行业路径评分统计表
score_model_basic_weight,model_id,BIGINT,,基础评分模型 ID,1,1,,,,,AUTO_INCREMENT,基础评分模型权重表
score_model_basic_weight,model_name,VARCHAR(100),,基础评分模型名称,,1,,,,,,基础评分模型权重表
score_model_basic_weight,established_year,"DECIMAL(5,2)",,成立年限,,1,,0.00,,,,基础评分模型权重表
score_model_basic_weight,registered_capital,"DECIMAL(5,2)",,注册资本,,1,,0.00,,,,基础评分模型权重表
score_model_basic_weight,actual_paid_capital,"DECIMAL(5,2)",,实缴资本,,1,,0.00,,,,基础评分模型权重表
score_model_basic_weight,company_type,"DECIMAL(5,2)",,公司类型,,1,,0.00,,,,基础评分模型权重表
score_model_basic_weight,enterprise_size_type,"DECIMAL(5,2)",,企业规模（分型）,,1,,0.00,,,,基础评分模型权重表
score_model_basic_weight,social_security_count,"DECIMAL(5,2)",,企业规模（社保人数）,,1,,0.00,,,,基础评分模型权重表
score_model_basic_weight,website,"DECIMAL(5,2)",,网址,,1,,0.00,,,,基础评分模型权重表
score_model_basic_weight,business_scope,"DECIMAL(5,2)",,经营范围,,1,,0.00,,,,基础评分模型权重表
score_model_basic_weight,tax_rating,"DECIMAL(5,2)",,纳税人等级,,1,,0.00,,,,基础评分模型权重表
score_model_basic_weight,tax_type,"DECIMAL(5,2)",,纳税人类型,,1,,0.00,,,,基础评分模型权重表
score_model_basic_weight,funding_round,"DECIMAL(5,2)",,投融资轮次,,1,,0.00,,,,基础评分模型权重表
score_model_basic_weight,patent_type,"DECIMAL(5,2)",,专利类型,,1,,0.00,,,,基础评分模型权重表
score_model_basic_weight,software_copyright,"DECIMAL(5,2)",,软件著作权,,1,,0.00,,,,基础评分模型权重表
score_model_basic_weight,technology_enterprise,"DECIMAL(5,2)",,科技型企业,,1,,0.00,,,,基础评分模型权重表
score_model_professional_weight,model_id,BIGINT,,专业能力评分模型 ID,1,1,,,,,AUTO_INCREMENT,专业能力评分模型权重表
score_model_professional_weight,model_name,VARCHAR(100),,专业能力评分模型名称,,1,,,,,,专业能力评分模型权重表
score_model_professional_weight,industry_market_size,"DECIMAL(5,2)",,行业市场规模,,1,,0.00,,,,专业能力评分模型权重表
score_model_professional_weight,industry_heat,"DECIMAL(5,2)",,行业热度,,1,,0.00,,,,专业能力评分模型权重表
score_model_professional_weight,industry_profit_margin,"DECIMAL(5,2)",,行业利润率,,1,,0.00,,,,专业能力评分模型权重表
score_model_professional_weight,qualification,"DECIMAL(5,2)",,资质,,1,,0.00,,,,专业能力评分模型权重表
score_model_professional_weight,certificates,"DECIMAL(5,2)",,证书,,1,,0.00,,,,专业能力评分模型权重表
score_model_professional_weight,innovation,"DECIMAL(5,2)",,创新性,,1,,0.00,,,,专业能力评分模型权重表
score_model_professional_weight,partnership_score,"DECIMAL(5,2)",,合作上下游,,1,,0.00,,,,专业能力评分模型权重表
score_model_professional_weight,ranking,"DECIMAL(5,2)",,专业榜单入选,,1,,0.00,,,,专业能力评分模型权重表
score_model_tech_weight,model_id,BIGINT,,科技属性评分模型 ID,1,1,,,,,AUTO_INCREMENT,科技属性评分模型权重表
score_model_tech_weight,model_name,VARCHAR(100),,科技属性评分模型名称,,1,,,,,,科技属性评分模型权重表
score_model_tech_weight,tech_patent_type,"DECIMAL(5,2)",,专利类型,,1,,0.00,,,,科技属性评分模型权重表
score_model_tech_weight,patent_tech_attribute,"DECIMAL(5,2)",,专利科技属性,,1,,0.00,,,,科技属性评分模型权重表
score_model_tech_weight,tech_software_copyright,"DECIMAL(5,2)",,软件著作权,,1,,0.00,,,,科技属性评分模型权重表
score_model_tech_weight,software_copyright_tech_attribute,"DECIMAL(5,2)",,软著科技属性,,1,,0.00,,,,科技属性评分模型权重表
score_model_tech_weight,tech_technology_enterprise,"DECIMAL(5,2)",,科技型企业,,1,,0.00,,,,科技属性评分模型权重表
score_model_tech_weight,industry_university_research,"DECIMAL(5,2)",,产学研合作,,1,,0.00,,,,科技属性评分模型权重表
score_model_tech_weight,national_provincial_award,"DECIMAL(5,2)",,国家/省级奖励,,1,,0.00,,,,科技属性评分模型权重表
score_model_total_weight,model_id,BIGINT,,模型 ID,1,1,,,,,AUTO_INCREMENT,总评分模型权重表
score_model_total_weight,model_name,VARCHAR(100),,模型名称,,1,,,,,,总评分模型权重表
score_model_total_weight,model_weight,"DECIMAL(5,2)",,模型权重,,1,,,,((`model_weight` >= 0) and (`model_weight` <= 100)),,总评分模型权重表
scoring_scorelog,id,BIGINT,,评分日志 ID,1,1,,,,,AUTO_INCREMENT,企业评分日志表
scoring_scorelog,enterprise_id,BIGINT,,企业 ID,,1,,,company_basic.company_id,,,企业评分日志表
scoring_scorelog,enterprise_name,VARCHAR(255),,企业名称,,,,,,,,企业评分日志表
scoring_scorelog,score_type,VARCHAR(20),,得分类型,,,,,,,,企业评分日志表
scoring_scorelog,score_value,"DECIMAL(5,2)",,得分分值,,,,,,,,企业评分日志表
scoring_scorelog,description,LONGTEXT,,得分依据描述,,,,,,,,企业评分日志表
scoring_scorelog,created_at,DATETIME(6),,创建时间,,,,CURRENT_TIMESTAMP(6),,,,企业评分日志表
scoring_scoreresult,enterprise_id,BIGINT,,企业 ID,1,1,,,company_basic.company_id,,,企业评分结果表
scoring_scoreresult,company_name,VARCHAR(255),,企业名称,,,,,,,,企业评分结果表
scoring_scoreresult,total_score,"DECIMAL(5,2)",,总得分,,1,,0.00,,,,企业评分结果表
scoring_scoreresult,basic_score,"DECIMAL(5,2)",,基础得分,,1,,0.00,,,,企业评分结果表
scoring_scoreresult,tech_score,"DECIMAL(5,2)",,科技属性得分,,1,,0.00,,,,企业评分结果表
scoring_scoreresult,professional_score,"DECIMAL(5,2)",,专业能力得分,,1,,0.00,,,,企业评分结果表
scoring_scoreresult,created_at,DATETIME(6),,创建时间,,1,,CURRENT_TIMESTAMP(6),,,,企业评分结果表
scoring_scoreresult,updated_at,DATETIME(6),,更新时间,,1,,CURRENT_TIMESTAMP(6),,,,企业评分结果表
user_and_roles,association_id,BIGINT,,用户权限关联表 关联 ID 唯一标识,1,1,,,,,AUTO_INCREMENT,用户权限关联表
user_and_roles,user_id,BIGINT,,用户 ID,,1,,,users.user_id,,,用户权限关联表
user_and_roles,role_id,BIGINT,,权限 ID,,1,,,user_roles.role_id,,,用户权限关联表
user_and_roles,assigned_at,DATETIME(6),,授权时间,,,,CURRENT_TIMESTAMP(6),,,,用户权限关联表
user_dinvite_codes,invite_code,VARCHAR(50),,邀请码,1,1,,,,,,邀请码表
user_dinvite_codes,is_used,TINYINT(1),,使用状态：0-未使用，1-已使用,,1,,0,,"(`is_used` in (0,1))",,邀请码表
user_dinvite_codes,created_at,DATETIME(6),,创建时间,,,,CURRENT_TIMESTAMP(6),,,,邀请码表
user_domains,domain_id,BIGINT,,领域表 领域 ID 唯一标识,1,1,,,,,AUTO_INCREMENT,用户领域表
user_domains,domain_name,VARCHAR(50),,领域名称,,1,1,,,,,用户领域表
user_domains,domain_description,LONGTEXT,,领域描述,,,,,,,,用户领域表
user_domains,created_at,DATETIME(6),,创建时间,,,,CURRENT_TIMESTAMP(6),,,,用户领域表
user_operation_logs,log_id,BIGINT,,操作日志表 日志 ID 唯一标识,1,1,,,,,AUTO_INCREMENT,用户操作日志表
user_operation_logs,user_id,BIGINT,,用户 ID,,1,,,users.user_id,,,用户操作日志表
user_operation_logs,operation_time,DATETIME(6),,操作时间,,,,CURRENT_TIMESTAMP(6),,,,用户操作日志表
user_operation_logs,action,VARCHAR(50),,操作内容,,1,,,,,,用户操作日志表
user_roles,role_id,BIGINT,,权限表 权限 ID 唯一标识,1,1,,,,,AUTO_INCREMENT,用户角色表
user_roles,role_name,VARCHAR(30),,权限名称,,1,1,,,,,用户角色表
user_roles,role_description,LONGTEXT,,权限描述,,,,,,,,用户角色表
users,user_id,BIGINT,,用户表 用户 ID 唯一标识,1,1,,,,,AUTO_INCREMENT,统一用户认证与资料表
users,user_name,VARCHAR(100),,用户名,,1,1,,,,,统一用户认证与资料表
users,password_hash,VARCHAR(255),,密码哈希值,,1,,,,,,统一用户认证与资料表
users,email,VARCHAR(100),,邮箱,,,1,,,,,统一用户认证与资料表
users,phone,VARCHAR(20),,联系方式（手机号）,,,1,,,,,统一用户认证与资料表
users,organization,VARCHAR(100),,单位,,,,,,,,统一用户认证与资料表
users,position,VARCHAR(100),,职务,,,,,,,,统一用户认证与资料表
users,user_nickname,VARCHAR(255),,用户显示昵称,,,,,,,,统一用户认证与资料表
users,user_avatar,VARCHAR(255),,头像（文件 URL）,,,,,,,,统一用户认证与资料表
users,user_type,TINYINT,,所属领域（1:数字医疗，2:康养）,,,,,,"((`user_type` is null) or (`user_type` in (1,2)))",,统一用户认证与资料表
users,is_superuser,TINYINT,,是否为管理员（1:是，0:否）,,1,,0,,"(`is_superuser` in (0,1))",,统一用户认证与资料表
users,user_role,VARCHAR(255),,用户角色,,,,,,,,统一用户认证与资料表
users,date_joined,DATETIME,,注册时间,,,,CURRENT_TIMESTAMP,,,,统一用户认证与资料表
users,last_login_time,DATETIME,,上次登录时间,,,,,,,,统一用户认证与资料表
users,last_login_ip,VARCHAR(255),,上次登录 IP,,,,,,,,统一用户认证与资料表
users,password_update_time,DATETIME,,上次修改密码时间,,,,,,,,统一用户认证与资料表
users,user_real_name,VARCHAR(255),,用户真实姓名,,,,,,,,统一用户认证与资料表
users,org_name,VARCHAR(255),,用户所属组织名称,,,,,,,,统一用户认证与资料表
users,org_id,VARCHAR(255),,用户所属组织 ID,,,,,,,,统一用户认证与资料表
users,dept_name,VARCHAR(255),,用户所属部门名称,,,,,,,,统一用户认证与资料表
users,dept_id,VARCHAR(255),,用户所属部门 ID,,,,,,,,统一用户认证与资料表
users,user_status,TINYINT,,用户状态（0:禁用，1:正常，2:待审核）,,1,,2,,"(`user_status` in (0,1,2))",,统一用户认证与资料表
users,domain_id,BIGINT,,所属领域 ID,,,,,user_domains.domain_id,,,统一用户认证与资料表
users,registered_at,DATETIME(6),,注册时间,,,,CURRENT_TIMESTAMP(6),,,,统一用户认证与资料表
users,last_login_at,DATETIME(6),,最后登录时间,,,,,,,,统一用户认证与资料表
users,updated_at,DATETIME(6),,更新时间,,,,CURRENT_TIMESTAMP(6),,,,统一用户认证与资料表
